order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region_x,discount_applied,product_name,category,launch_date,base_price,supplier_code,email,signup_date,gender,region_y,loyalty_tier,revenue,order_week,price_band,days_to_order,email_domain,is_late
O838951,C00034,P0013,1,28.05,2025-06-25,Delivered,Credit Card,North,0.0,Cleaning Product 94,Cleaning,2025-06-17,36.52,S914,barnesbrandy@stewart.com,2024-10-06,Female,Central,Gold,28.05,26,Medium,8.0,stewart.com,False
O404200,C00028,P0028,5,43.29,2025-06-03,Delayed,Bank Transfer,Central,0.0,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,pearsonamber@novak.com,2024-12-10,Female,North,Gold,216.45,23,High,54.0,novak.com,True
O905686,C00231,P0014,2,21.99,2025-06-04,Cancelled,Credit Card,East,0.15,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,jonesraymond@higgins.org,2024-08-03,Male,Central,Silver,37.382999999999996,23,Medium,122.0,higgins.org,False
O930020,C00345,P0006,2,14.95,2025-06-24,Delayed,Credit Card,South,0.0,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,tammy61@gmail.com,2024-08-13,Female,West,Gold,29.9,26,Low,258.0,gmail.com,True
O790117,C00113,P0020,5,11.76,2025-06-24,Delayed,Bank Transfer,East,0.15,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,mgutierrez@cox.com,2024-09-23,Female,North,Gold,49.98,26,Low,317.0,cox.com,True
O582329,C00489,P0014,1,31.14,2025-06-02,Cancelled,Bank Transfer,South,0.15,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,gpreston@dillon.net,2024-10-29,Female,West,Bronze,26.469,23,High,120.0,dillon.net,False
O719105,C00245,P0009,5,40.43,2025-06-03,Delivered,Credit Card,Central,0.15,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,tyler16@hotmail.com,2024-12-30,Male,North,Gold,171.8275,23,High,46.0,hotmail.com,False
O852603,C00169,P0010,4,18.79,2025-06-23,Delivered,Paypal,North,0.15,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,thomascynthia@gmail.com,2024-08-10,Female,East,Gold,63.885999999999996,26,Medium,313.0,gmail.com,False
O356539,C00179,P0022,5,45.27,2025-06-23,Delayed,Credit Card,West,0.1,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,christopher13@yahoo.com,2025-02-19,Female,South,Gold,203.71500000000003,26,High,262.0,yahoo.com,True
O876962,C00362,P0029,1,33.14,2025-06-01,Delayed,Paypal,South,0.1,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,kjackson@gmail.com,2025-05-11,Male,East,Gold,29.826,22,High,78.0,gmail.com,True
O291491,C00092,P0023,3,40.04,2025-06-02,Delayed,Paypal,South,0.05,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,kristopher31@hotmail.com,2024-09-18,Male,East,Gold,114.114,23,High,135.0,hotmail.com,True
O646795,C00385,P0004,4,38.74,2025-06-22,Cancelled,Credit Card,West,0.2,Kitchen Product 82,Kitchen,2025-04-19,9.13,S589,scottbowen@goodman.info,2025-06-04,Male,South,Gold,123.96800000000002,25,High,64.0,goodman.info,False
O144315,C00385,P0012,3,31.59,2025-06-22,Delayed,Paypal,South,0.05,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,scottbowen@goodman.info,2025-06-04,Male,South,Gold,90.0315,25,High,64.0,goodman.info,True
O995899,C00313,P0009,2,18.71,2025-05-31,Delayed,Paypal,South,0.0,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,robinsonstephen@williamson.org,2025-06-25,Male,East,Bronze,37.42,22,Medium,43.0,williamson.org,True
O975220,C00372,P0016,5,22.07,2025-06-01,Delayed,Credit Card,East,0.1,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,,,,,,99.315,22,Medium,101.0,unknown.com,True
O965331,C00312,P0019,1,26.9,2025-06-21,Delayed,Bank Transfer,Central,0.1,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,landryelizabeth@gutierrez.com,2024-08-01,Other,North,Gold,24.21,25,Medium,339.0,gutierrez.com,True
O359655,C00201,P0020,5,19.41,2025-06-21,Delivered,Paypal,West,0.15,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,christopher24@whitehead-hernandez.biz,2024-08-10,Female,East,Gold,82.49249999999999,25,Medium,314.0,whitehead-hernandez.biz,False
O440061,C00287,P0019,4,32.5,2025-05-30,Delivered,Paypal,Central,0.2,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,victoria67@yahoo.com,2024-11-28,Female,South,Gold,104.0,22,High,317.0,yahoo.com,False
O961340,C00291,P0012,2,22.23,2025-05-31,Delayed,Credit Card,East,0.2,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,allencarlos@hotmail.com,2024-07-19,Other,East,Gold,35.568000000000005,22,Medium,42.0,hotmail.com,True
O441065,C00490,P0014,2,12.76,2025-06-20,Delivered,Credit Card,North,0.15,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,pittsedward@gmail.com,2024-11-16,Male,North,Silver,21.692,25,Low,138.0,gmail.com,False
O420794,C00039,P0018,2,47.74,2025-06-20,Delivered,Credit Card,South,0.15,Storage Product 37,Storage,2024-07-18,6.08,S767,mcmillandennis@gmail.com,2025-06-16,Other,South,Silver,81.158,25,High,337.0,gmail.com,False
O940904,C00179,P0001,4,43.93,2025-05-29,Delayed,Bank Transfer,West,0.1,Storage Product 39,Storage,2025-03-11,15.88,S339,christopher13@yahoo.com,2025-02-19,Female,South,Gold,158.148,22,High,79.0,yahoo.com,True
O310254,C00296,P0001,1,29.9,2025-05-30,Cancelled,Paypal,Central,0.15,Storage Product 39,Storage,2025-03-11,15.88,S339,comptonshelly@hotmail.com,2024-12-01,Male,East,Gold,25.415,22,Medium,80.0,hotmail.com,False
O226925,C00325,P0026,4,9.29,2025-06-19,Delayed,Bank Transfer,South,0.2,Storage Product 50,Storage,2025-02-08,27.06,S952,anthony47@yahoo.com,2024-10-02,Male,West,Bronze,29.727999999999998,25,Low,131.0,yahoo.com,True
O370368,C00401,P0027,2,16.92,2025-05-28,Delivered,Credit Card,East,0.2,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,shannonemily@gmail.com,2024-10-02,Male,Central,Bronze,27.072000000000003,22,Medium,249.0,gmail.com,False
O942921,C00080,P0002,3,36.4,2025-05-29,Delivered,Credit Card,West,0.0,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,reedross@jones-holland.com,2025-05-31,Female,North,Bronze,109.19999999999999,22,High,284.0,jones-holland.com,False
O956107,C00281,P0021,3,31.97,2025-06-18,Delivered,Bank Transfer,North,0.05,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,poolerebecca@armstrong.com,2024-11-10,Other,East,Bronze,91.11449999999999,25,High,263.0,armstrong.com,False
O427399,C00032,P0028,3,27.29,2025-06-18,Delivered,Credit Card,West,0.0,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,brian97@calhoun.net,2024-08-06,Female,East,Gold,81.87,25,Medium,69.0,calhoun.net,False
O166828,C00363,P0012,2,44.21,2025-05-27,Delivered,Paypal,North,0.15,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,antonio38@jackson-ellis.info,2025-02-04,Male,West,Gold,75.157,22,High,38.0,jackson-ellis.info,False
O365227,C00199,P0022,5,29.74,2025-05-28,Delivered,Paypal,West,0.05,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,ashaw@gmail.com,2025-05-19,Female,East,Gold,141.265,22,Medium,236.0,gmail.com,False
O318065,C00137,P0011,3,45.52,2025-06-17,Cancelled,Paypal,West,0.15,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,swall@lawson.com,2025-03-10,Female,North,Bronze,116.076,25,High,84.0,lawson.com,False
O435948,C00446,P0014,2,40.72,2025-06-17,Delivered,Paypal,North,0.2,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,reynoldsdesiree@hotmail.com,2025-06-16,Other,West,Silver,65.152,25,High,135.0,hotmail.com,False
O667952,C00071,P0001,1,27.25,2025-05-26,Delivered,Credit Card,West,0.0,Storage Product 39,Storage,2025-03-11,15.88,S339,brobinson@johnson-rogers.biz,2025-04-13,Male,Central,Gold,27.25,22,Medium,76.0,johnson-rogers.biz,False
O946044,C00031,P0016,3,43.98,2025-05-27,Delivered,Bank Transfer,East,0.1,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,smoore@gmail.com,2024-07-28,Female,Central,Gold,118.746,22,High,96.0,gmail.com,False
O379341,C00489,P0025,1,47.85,2025-06-16,Delayed,Credit Card,East,0.1,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,gpreston@dillon.net,2024-10-29,Female,West,Bronze,43.065000000000005,25,High,335.0,dillon.net,True
O250359,C00399,P0015,3,36.61,2025-06-16,Delivered,Bank Transfer,East,0.0,Storage Product 10,Storage,2024-08-08,39.21,S466,rogersruben@brown.com,2025-01-14,Male,North,Bronze,109.83,25,High,312.0,brown.com,False
O194944,C00094,P0014,3,17.18,2025-05-25,Delivered,Bank Transfer,West,0.15,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,joannahill@bray.com,2025-05-25,Female,Central,Silver,43.809,21,Medium,112.0,bray.com,False
O141027,C00433,P0014,3,23.37,2025-05-26,Delivered,Bank Transfer,West,0.1,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,foxaaron@harris.com,2024-07-29,Female,Central,Silver,63.099000000000004,22,Medium,113.0,harris.com,False
O426122,C00293,P0020,5,21.32,2025-06-15,Delivered,Credit Card,North,0.1,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,taylorvictoria@cabrera.org,2024-11-06,Female,South,Silver,95.94,24,Medium,308.0,cabrera.org,False
O277328,C00377,P0016,3,24.25,2025-06-15,Delivered,Paypal,South,0.0,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,scottsmith@harris-barker.com,2025-06-13,Female,Central,Bronze,72.75,24,Medium,115.0,harris-barker.com,False
O864846,C00306,P0026,1,9.5,2025-05-24,Cancelled,Credit Card,South,0.0,Storage Product 50,Storage,2025-02-08,27.06,S952,robin55@yahoo.com,2024-07-23,Female,Central,Gold,9.5,21,Low,105.0,yahoo.com,False
O966041,C00132,P0011,5,43.22,2025-05-25,Delivered,Bank Transfer,South,0.05,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,dlittle@estrada-nolan.info,2025-06-20,Female,South,Bronze,205.295,21,High,61.0,estrada-nolan.info,False
O396282,C00372,P0003,2,33.08,2025-06-14,Delayed,Credit Card,South,0.2,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,,,,,,52.928,24,High,334.0,unknown.com,True
O709331,C00404,P0001,3,47.09,2025-06-14,Delivered,Credit Card,East,0.1,Storage Product 39,Storage,2025-03-11,15.88,S339,shawrachel@gmail.com,2024-09-30,Male,East,Gold,127.14300000000001,24,High,95.0,gmail.com,False
O359940,C00474,P0023,4,35.23,2025-05-23,Delivered,Credit Card,South,0.0,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,frank41@yahoo.com,2024-07-16,Female,East,Bronze,140.92,21,High,125.0,yahoo.com,False
O722474,C00316,P0001,3,43.11,2025-05-24,Delayed,Paypal,West,0.0,Storage Product 39,Storage,2025-03-11,15.88,S339,hullalice@lee.com,2025-05-18,Female,South,Gold,129.32999999999998,21,High,74.0,lee.com,True
O690226,C00347,P0013,3,39.22,2025-06-13,Delayed,Credit Card,West,0.0,Cleaning Product 94,Cleaning,2025-06-17,36.52,S914,dbrooks@chapman.com,2025-01-09,Male,East,Gold,117.66,24,High,-4.0,chapman.com,True
O505694,C00254,P0023,3,20.8,2025-06-13,Cancelled,Bank Transfer,East,0.05,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,,,,,,59.28,24,Medium,146.0,unknown.com,False
O743907,C00490,P0005,1,9.89,2025-05-22,Delivered,Credit Card,South,0.1,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,pittsedward@gmail.com,2024-11-16,Male,North,Silver,8.901000000000002,21,Low,214.0,gmail.com,False
O327567,C00098,P0019,3,46.37,2025-05-23,Delivered,Bank Transfer,South,0.15,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,shortrichard@gmail.com,2025-02-15,Female,East,Gold,118.24349999999998,21,High,310.0,gmail.com,False
O646031,C00488,P0014,1,37.52,2025-06-12,Delayed,Credit Card,North,0.05,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,eyork@gmail.com,2025-06-07,Male,North,Silver,35.644,24,High,130.0,gmail.com,True
O932873,C00156,P0019,4,38.35,2025-06-12,Delivered,Credit Card,South,0.2,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,vfox@alvarez.net,2025-02-21,Female,South,Bronze,122.72000000000001,24,High,330.0,alvarez.net,False
O183048,C00492,P0019,3,15.74,2025-05-21,Cancelled,Credit Card,South,0.0,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,lcook@walters-smith.com,2024-09-25,Male,Central,Gold,47.22,21,Medium,308.0,walters-smith.com,False
O832306,C00321,P0020,5,34.66,2025-05-22,Delivered,Paypal,North,0.05,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,jasonparrish@alvarez.com,2025-06-20,Male,West,Silver,164.63499999999996,21,High,284.0,alvarez.com,False
O994290,C00344,P0024,3,48.35,2025-06-11,Cancelled,Paypal,South,0.2,Storage Product 87,Storage,2025-02-24,26.33,S558,mackdiane@jackson-salazar.org,2025-03-13,Female,West,Gold,116.04000000000002,24,High,107.0,jackson-salazar.org,False
O525978,C00329,P0023,5,12.02,2025-06-11,Delayed,Credit Card,South,0.2,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,rward@gmail.com,2024-08-26,Female,South,Gold,48.08,24,Low,144.0,gmail.com,True
O235176,C00352,P0027,1,9.13,2025-05-20,Delayed,Bank Transfer,East,0.05,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,jacobsandoval@yahoo.com,2024-07-17,Other,West,Gold,8.6735,21,Low,241.0,yahoo.com,True
O880275,C00480,P0003,5,11.03,2025-05-21,Delivered,Paypal,Central,0.0,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,gabrielle71@yahoo.com,2024-10-21,Other,Central,Silver,55.15,21,Low,310.0,yahoo.com,False
O782697,C00140,P0026,2,43.46,2025-06-10,Delayed,Credit Card,East,0.0,Storage Product 50,Storage,2025-02-08,27.06,S952,maria47@yahoo.com,2025-04-21,Female,South,Silver,86.92,24,High,122.0,yahoo.com,True
O987682,C00167,P0030,5,8.63,2025-06-10,Delivered,Bank Transfer,West,0.15,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,farmeraudrey@yahoo.com,2025-05-30,Female,Central,Gold,36.6775,24,Low,67.0,yahoo.com,False
O478164,C00458,P0006,4,46.82,2025-05-19,Delivered,Bank Transfer,South,0.2,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,mcneilryan@hotmail.com,2024-09-01,Other,North,Gold,149.824,21,High,222.0,hotmail.com,False
O455904,C00137,P0002,2,36.59,2025-05-20,Cancelled,Credit Card,North,0.0,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,swall@lawson.com,2025-03-10,Female,North,Bronze,73.18,21,High,275.0,lawson.com,False
O671561,C00202,P0011,2,40.55,2025-06-09,Delivered,Credit Card,East,0.2,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,bwilkerson@brown-shaw.com,2024-12-02,Female,Central,Bronze,64.88,24,High,76.0,brown-shaw.com,False
O437199,C00099,P0010,5,16.22,2025-06-09,Delayed,Credit Card,East,0.1,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,edwardhart@miller-wright.net,2025-04-28,Female,South,Gold,72.99,24,Medium,299.0,miller-wright.net,True
O241113,C00050,P0014,1,34.27,2025-05-18,Delivered,Credit Card,East,0.15,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,sheila14@gmail.com,2025-02-16,Female,West,Bronze,29.1295,20,High,105.0,gmail.com,False
O336003,C00239,P0027,4,49.95,2025-05-19,Delayed,Paypal,North,0.0,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,djones@gmail.com,2024-12-23,Female,South,Bronze,199.8,21,High,240.0,gmail.com,True
O465333,C00348,P0001,1,10.41,2025-06-08,Delayed,Paypal,East,0.0,Storage Product 39,Storage,2025-03-11,15.88,S339,robert11@thomas.com,2025-01-24,Female,West,Gold,10.41,23,Low,89.0,thomas.com,True
O354104,C00056,P0011,4,38.15,2025-06-08,Delivered,Credit Card,North,0.15,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,christinaturner@hotmail.com,2025-05-25,Male,South,Bronze,129.70999999999998,23,High,75.0,hotmail.com,False
O649136,C00385,P0019,4,26.36,2025-05-17,Delivered,Bank Transfer,South,0.0,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,scottbowen@goodman.info,2025-06-04,Male,South,Gold,105.44,20,Medium,304.0,goodman.info,False
O433372,C00351,P0005,3,40.96,2025-05-18,Delivered,Bank Transfer,West,0.1,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,sarahyang@thompson.info,2024-10-04,Female,South,Gold,110.592,20,High,210.0,thompson.info,False
O851224,C00217,P0002,1,45.64,2025-06-07,Delayed,Credit Card,Central,0.2,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,terri77@yahoo.com,2025-06-29,Female,South,Bronze,36.512,23,High,293.0,yahoo.com,True
O325433,C00265,P0005,2,19.05,2025-06-07,Delayed,Bank Transfer,West,0.1,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,derrick99@gmail.com,2024-10-08,Male,West,Gold,34.29,23,Medium,230.0,gmail.com,True
O994951,C00211,P0022,2,34.59,2025-05-16,Delivered,Bank Transfer,East,0.0,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,ingramjill@anderson-bell.com,2025-05-17,Male,North,Silver,69.18,20,High,224.0,anderson-bell.com,False
O380112,C00188,P0002,3,19.03,2025-05-17,Delayed,Paypal,East,0.0,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,susanhayes@yahoo.com,2025-04-09,Female,East,Gold,57.09,20,Medium,272.0,yahoo.com,True
O230245,C00209,P0001,3,37.51,2025-06-06,Cancelled,Credit Card,West,0.05,Storage Product 39,Storage,2025-03-11,15.88,S339,carlos88@hartman.info,2024-07-22,Male,North,Silver,106.9035,23,High,87.0,hartman.info,False
O539236,C00093,P0019,2,29.27,2025-06-06,Cancelled,Credit Card,West,0.05,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,newtonstephanie@hotmail.com,2024-09-15,Male,Central,Gold,55.613,23,Medium,324.0,hotmail.com,False
O621524,C00486,P0027,3,9.6,2025-05-15,Delivered,Paypal,West,0.15,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,qanderson@stokes.com,2025-03-17,Male,East,Gold,24.479999999999997,20,Low,236.0,stokes.com,False
O913829,C00313,P0016,2,20.04,2025-05-16,Delayed,Bank Transfer,West,0.1,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,robinsonstephen@williamson.org,2025-06-25,Male,East,Bronze,36.072,20,Medium,85.0,williamson.org,True
O891140,C00449,P0020,1,18.44,2025-06-05,Delayed,Paypal,East,0.0,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,briansmith@gmail.com,2024-10-28,Female,East,Silver,18.44,23,Medium,298.0,gmail.com,True
O935124,C00362,P0029,5,42.46,2025-06-05,Delivered,Credit Card,East,0.0,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,kjackson@gmail.com,2025-05-11,Male,East,Gold,212.3,23,High,82.0,gmail.com,False
O752761,C00443,P0009,4,9.39,2025-05-14,Delayed,Credit Card,West,0.05,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,amy17@hotmail.com,2025-03-15,Female,West,Silver,35.682,20,Low,26.0,hotmail.com,True
O787283,C00028,P0004,3,11.39,2025-05-15,Delivered,Paypal,South,0.15,Kitchen Product 82,Kitchen,2025-04-19,9.13,S589,pearsonamber@novak.com,2024-12-10,Female,North,Gold,29.0445,20,Low,26.0,novak.com,False
O416464,C00157,P0027,2,45.82,2025-06-04,Cancelled,Credit Card,North,0.05,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,ngordon@acosta.net,2024-10-31,Female,South,Silver,87.05799999999999,23,High,256.0,acosta.net,False
O856815,C00140,P0001,4,33.24,2025-06-04,Delivered,Credit Card,West,0.2,Storage Product 39,Storage,2025-03-11,15.88,S339,maria47@yahoo.com,2025-04-21,Female,South,Silver,106.36800000000001,23,High,85.0,yahoo.com,False
O781420,C00088,P0012,2,23.48,2025-05-13,Delivered,Credit Card,Central,0.15,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,,2025-01-06,Male,West,Bronze,39.916,20,Medium,24.0,unknown.com,False
O777325,C00435,P0016,5,47.29,2025-05-14,Delayed,Bank Transfer,South,0.2,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,rogersmarcus@gmail.com,2025-04-16,Male,Central,Silver,189.16,20,High,83.0,gmail.com,True
O191017,C00238,P0027,3,21.84,2025-06-03,Delayed,Credit Card,South,0.1,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,zsanchez@hotmail.com,2024-12-10,Male,South,Silver,58.967999999999996,23,Medium,255.0,hotmail.com,True
O594832,C00425,P0021,5,34.39,2025-06-03,Delivered,Bank Transfer,West,0.15,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,victor87@miller.com,2024-12-15,Male,North,Bronze,146.1575,23,High,248.0,miller.com,False
O864517,C00244,P0021,3,28.11,2025-05-12,Delayed,Bank Transfer,North,0.0,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,james27@hotmail.com,2025-01-03,Male,West,Bronze,84.33,20,Medium,226.0,hotmail.com,True
O399752,C00380,P0017,5,49.38,2025-05-13,Delayed,Credit Card,East,0.0,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,rubendavis@gmail.com,2024-07-06,Male,South,Gold,246.9,20,High,148.0,gmail.com,True
O362894,C00121,P0005,1,20.28,2025-06-02,Delayed,Credit Card,West,0.0,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,mcantu@hotmail.com,2024-10-06,Female,West,Gold,20.28,23,Medium,225.0,hotmail.com,True
O753473,C00468,P0029,4,49.11,2025-06-02,Delayed,Paypal,East,0.15,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,joseph69@hotmail.com,2024-08-09,Female,North,Gold,166.974,23,High,79.0,hotmail.com,True
O307935,C00114,P0005,5,39.58,2025-05-11,Delayed,Credit Card,Central,0.2,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,sarakim@hotmail.com,2025-01-10,Male,North,Bronze,158.32,19,High,203.0,hotmail.com,True
O649419,C00349,P0026,4,46.26,2025-05-12,Delivered,Bank Transfer,South,0.0,Storage Product 50,Storage,2025-02-08,27.06,S952,thomas77@yahoo.com,2024-08-01,Female,East,Gold,185.04,20,High,93.0,yahoo.com,False
O329384,C00177,P0012,3,46.32,2025-06-01,Delayed,Paypal,Central,0.2,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,atkinsbarbara@hotmail.com,2024-12-10,Female,West,Gold,111.168,22,High,43.0,hotmail.com,True
O813262,C00136,P0025,5,12.54,2025-06-01,Delivered,Paypal,East,0.0,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,spencedominique@yahoo.com,2024-07-09,Male,Central,Gold,62.699999999999996,22,Low,320.0,yahoo.com,False
O647989,C00328,P0018,1,20.91,2025-05-10,Delivered,Bank Transfer,West,0.2,Storage Product 37,Storage,2024-07-18,6.08,S767,adamsnorman@moore.com,2024-07-08,Female,Central,Gold,16.728,19,Medium,296.0,moore.com,False
O922168,C00305,P0007,1,45.28,2025-05-11,Delayed,Paypal,South,0.1,Personal Care Product 64,Personal Care,2024-09-30,33.63,S379,william77@gmail.com,2025-05-13,Male,Central,Silver,40.752,19,High,223.0,gmail.com,True
O651410,C00207,P0017,5,38.6,2025-05-31,Cancelled,Credit Card,East,0.0,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,copelandvincent@smith.com,2024-10-27,Female,Central,Gold,193.0,22,High,166.0,smith.com,False
O620198,C00469,P0003,3,30.42,2025-05-31,Delivered,Credit Card,North,0.0,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,alewis@washington.com,2025-01-22,Female,North,Silver,91.26,22,High,320.0,washington.com,False
O316238,C00296,P0019,5,40.26,2025-05-09,Delivered,Credit Card,South,0.1,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,comptonshelly@hotmail.com,2024-12-01,Male,East,Gold,181.17,19,High,296.0,hotmail.com,False
O163592,C00275,P0030,2,34.33,2025-05-10,Delayed,Credit Card,South,0.1,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,tinawoods@smith.com,2024-12-26,Other,West,Gold,61.794,19,High,36.0,smith.com,True
O963867,C00043,P0014,4,33.94,2025-05-30,Delayed,Paypal,West,0.1,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,davenportbrandi@jordan.com,2024-11-24,Female,East,Silver,122.184,22,High,117.0,jordan.com,True
O952680,C00421,P0002,4,40.3,2025-05-30,Delivered,Credit Card,Central,0.0,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,samantha10@gonzalez.info,2025-05-16,Female,West,Gold,161.2,22,High,285.0,gonzalez.info,False
O321123,C00264,P0003,1,30.03,2025-05-08,Delivered,Credit Card,West,0.2,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,stephanie15@douglas-burgess.com,2024-09-22,Female,Central,Bronze,24.024,19,High,297.0,douglas-burgess.com,False
O573122,C00405,P0030,4,17.13,2025-05-09,Cancelled,Credit Card,West,0.05,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,djones@ayala-collins.com,2025-02-05,Other,West,Silver,65.094,19,Medium,35.0,ayala-collins.com,False
O623758,C00252,P0030,5,18.22,2025-05-29,Cancelled,Credit Card,East,0.0,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,phillipjensen@yahoo.com,2025-02-21,,North,Bronze,91.1,22,Medium,55.0,yahoo.com,False
O249321,C00130,P0022,3,22.53,2025-05-29,Delayed,Credit Card,Central,0.05,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,hthomas@yahoo.com,2025-02-10,Female,South,Gold,64.2105,22,Medium,237.0,yahoo.com,True
O913192,C00234,P0014,1,25.62,2025-05-07,Delayed,Paypal,Central,0.1,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,marcusfletcher@meza-stone.com,2025-05-30,Other,Central,Gold,23.058,19,Medium,94.0,meza-stone.com,True
O664073,C00483,P0025,1,24.6,2025-05-08,Delivered,Credit Card,Central,0.05,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,jordan66@yahoo.com,2025-04-18,Female,East,Gold,23.37,19,Medium,296.0,yahoo.com,False
O325275,C00228,P0008,1,41.62,2025-05-28,Delivered,Bank Transfer,West,0.0,Storage Product 47,Storage,2024-08-29,31.96,S788,zosborn@ponce.com,2025-02-04,Male,North,Silver,41.62,22,High,272.0,ponce.com,False
O807565,C00388,P0019,4,41.55,2025-05-28,Delivered,Bank Transfer,West,0.0,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,abbottdominique@yahoo.com,2024-09-23,Male,North,Gold,166.2,22,High,315.0,yahoo.com,False
O848057,C00248,P0026,2,39.14,2025-05-06,Delayed,Bank Transfer,South,0.05,Storage Product 50,Storage,2025-02-08,27.06,S952,angela16@cole.org,2025-03-27,Female,West,Gold,74.366,19,High,87.0,cole.org,True
